title,titleSlug,difficulty,acRate,paidOnly,status,topicTags,url
Maximum Product of Subsequences With an Alternating Sum Equal to K,maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k,Hard,11.1852118327476,False,,array;hash-table;dynamic-programming,https://leetcode.com/problems/maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k/
Minimum Pair Removal to Sort Array II,minimum-pair-removal-to-sort-array-ii,Hard,13.782676550916895,False,,array;hash-table;linked-list;heap-priority-queue;simulation;doubly-linked-list;ordered-set,https://leetcode.com/problems/minimum-pair-removal-to-sort-array-ii/
Make a Positive Array,make-a-positive-array,Medium,38.095238095238095,True,,array;greedy;prefix-sum,https://leetcode.com/problems/make-a-positive-array/
Minimum Operations to Make Array Sum Divisible by K,minimum-operations-to-make-array-sum-divisible-by-k,Easy,86.83145417750795,False,,array;math,https://leetcode.com/problems/minimum-operations-to-make-array-sum-divisible-by-k/
Number of Unique XOR Triplets I,number-of-unique-xor-triplets-i,Medium,24.920155827747166,False,,array;math;bit-manipulation,https://leetcode.com/problems/number-of-unique-xor-triplets-i/
Number of Unique XOR Triplets II,number-of-unique-xor-triplets-ii,Medium,29.5061564941083,False,,array;math;bit-manipulation;enumeration,https://leetcode.com/problems/number-of-unique-xor-triplets-ii/
Shortest Path in a Weighted Tree,shortest-path-in-a-weighted-tree,Hard,32.31367246915667,False,,array;tree;depth-first-search;binary-indexed-tree;segment-tree,https://leetcode.com/problems/shortest-path-in-a-weighted-tree/
Find Closest Person,find-closest-person,Easy,82.8129980686655,False,,math,https://leetcode.com/problems/find-closest-person/
Smallest Palindromic Rearrangement I,smallest-palindromic-rearrangement-i,Medium,62.83514623624843,False,,string;sorting;counting-sort,https://leetcode.com/problems/smallest-palindromic-rearrangement-i/
Smallest Palindromic Rearrangement II,smallest-palindromic-rearrangement-ii,Hard,12.260536398467432,False,,hash-table;math;string;combinatorics;counting,https://leetcode.com/problems/smallest-palindromic-rearrangement-ii/
Count Numbers with Non-Decreasing Digits ,count-numbers-with-non-decreasing-digits,Hard,34.20190698012956,False,,math;string;dynamic-programming,https://leetcode.com/problems/count-numbers-with-non-decreasing-digits/
Minimum Threshold for Inversion Pairs Count,minimum-threshold-for-inversion-pairs-count,Medium,52.97450424929179,True,,array;binary-search;binary-indexed-tree;segment-tree,https://leetcode.com/problems/minimum-threshold-for-inversion-pairs-count/
Find Product Recommendation Pairs,find-product-recommendation-pairs,Medium,64.1571194762684,False,,database,https://leetcode.com/problems/find-product-recommendation-pairs/
Calculate Score After Performing Instructions,calculate-score-after-performing-instructions,Medium,55.64641128649607,False,,array;hash-table;string;simulation,https://leetcode.com/problems/calculate-score-after-performing-instructions/
Make Array Non-decreasing,make-array-non-decreasing,Medium,54.6868645790972,False,,array;stack;greedy;monotonic-stack,https://leetcode.com/problems/make-array-non-decreasing/
Find X Value of Array I,find-x-value-of-array-i,Medium,33.26501411500831,False,,array;math;dynamic-programming,https://leetcode.com/problems/find-x-value-of-array-i/
Find X Value of Array II,find-x-value-of-array-ii,Hard,27.421096843873755,False,,array;math;segment-tree,https://leetcode.com/problems/find-x-value-of-array-ii/
Range XOR Queries with Subarray Reversals,range-xor-queries-with-subarray-reversals,Hard,64.50892857142857,True,,array;tree;binary-tree,https://leetcode.com/problems/range-xor-queries-with-subarray-reversals/
Find the Most Common Response,find-the-most-common-response,Medium,74.79365079365078,False,,array;hash-table;string;counting,https://leetcode.com/problems/find-the-most-common-response/
Unit Conversion I,unit-conversion-i,Medium,56.539556852121976,False,,depth-first-search;breadth-first-search;graph,https://leetcode.com/problems/unit-conversion-i/
Count Cells in Overlapping Horizontal and Vertical Substrings,count-cells-in-overlapping-horizontal-and-vertical-substrings,Medium,22.781577352610164,False,,array;string;rolling-hash;string-matching;matrix;hash-function,https://leetcode.com/problems/count-cells-in-overlapping-horizontal-and-vertical-substrings/
Maximum Profit from Valid Topological Order in DAG,maximum-profit-from-valid-topological-order-in-dag,Hard,27.13172702351753,False,,array;dynamic-programming;bit-manipulation;graph;topological-sort;bitmask,https://leetcode.com/problems/maximum-profit-from-valid-topological-order-in-dag/
Count Covered Buildings,count-covered-buildings,Medium,37.562758488025395,False,,array;hash-table;sorting,https://leetcode.com/problems/count-covered-buildings/
Path Existence Queries in a Graph I,path-existence-queries-in-a-graph-i,Medium,54.798512089274645,False,,array;hash-table;binary-search;union-find;graph,https://leetcode.com/problems/path-existence-queries-in-a-graph-i/
Concatenated Divisibility,concatenated-divisibility,Hard,25.813967747869278,False,,array;dynamic-programming;bit-manipulation;bitmask,https://leetcode.com/problems/concatenated-divisibility/
Path Existence Queries in a Graph II,path-existence-queries-in-a-graph-ii,Hard,22.921216193515875,False,,array;binary-search;greedy;graph;sorting,https://leetcode.com/problems/path-existence-queries-in-a-graph-ii/
Unit Conversion II,unit-conversion-ii,Medium,69.18604651162791,True,,array;math;depth-first-search;breadth-first-search;graph,https://leetcode.com/problems/unit-conversion-ii/
Maximum Product of Two Digits,maximum-product-of-two-digits,Easy,69.71419291977915,False,,math;sorting,https://leetcode.com/problems/maximum-product-of-two-digits/
Fill a Special Grid,fill-a-special-grid,Medium,69.79758319673694,False,,array;divide-and-conquer;matrix,https://leetcode.com/problems/fill-a-special-grid/
Merge Operations for Minimum Travel Time,merge-operations-for-minimum-travel-time,Hard,27.541729893778456,False,,array;dynamic-programming;prefix-sum,https://leetcode.com/problems/merge-operations-for-minimum-travel-time/
Find Sum of Array Product of Magical Sequences,find-sum-of-array-product-of-magical-sequences,Hard,22.859758889058448,False,,array;math;dynamic-programming;bit-manipulation;combinatorics;bitmask,https://leetcode.com/problems/find-sum-of-array-product-of-magical-sequences/
Minimum Time to Visit All Houses,minimum-time-to-visit-all-houses,Medium,69.75982532751091,True,,array;prefix-sum,https://leetcode.com/problems/minimum-time-to-visit-all-houses/
Find Most Frequent Vowel and Consonant,find-most-frequent-vowel-and-consonant,Easy,87.66136743963663,False,,hash-table;string;counting,https://leetcode.com/problems/find-most-frequent-vowel-and-consonant/
Minimum Operations to Convert All Elements to Zero,minimum-operations-to-convert-all-elements-to-zero,Medium,23.569015204213457,False,,array;hash-table;stack;greedy;monotonic-stack,https://leetcode.com/problems/minimum-operations-to-convert-all-elements-to-zero/
Maximum Weighted K-Edge Path,maximum-weighted-k-edge-path,Medium,18.683209814861076,False,,hash-table;dynamic-programming;graph,https://leetcode.com/problems/maximum-weighted-k-edge-path/
Subtree Inversion Sum,subtree-inversion-sum,Hard,42.89521905713809,False,,array;dynamic-programming;tree;depth-first-search,https://leetcode.com/problems/subtree-inversion-sum/
Minimum Deletions for At Most K Distinct Characters,minimum-deletions-for-at-most-k-distinct-characters,Easy,72.40197539273703,False,,hash-table;string;greedy;sorting;counting,https://leetcode.com/problems/minimum-deletions-for-at-most-k-distinct-characters/
Equal Sum Grid Partition I,equal-sum-grid-partition-i,Medium,42.00891199405867,False,,array;matrix;enumeration;prefix-sum,https://leetcode.com/problems/equal-sum-grid-partition-i/
Maximum Sum of Edge Values in a Graph,maximum-sum-of-edge-values-in-a-graph,Hard,32.772881355932206,False,,greedy;depth-first-search;graph;sorting,https://leetcode.com/problems/maximum-sum-of-edge-values-in-a-graph/
Equal Sum Grid Partition II,equal-sum-grid-partition-ii,Hard,19.269970169042093,False,,array;hash-table;matrix;enumeration;prefix-sum,https://leetcode.com/problems/equal-sum-grid-partition-ii/
Multiply Two Polynomials,multiply-two-polynomials,Hard,63.23529411764706,True,,array;math,https://leetcode.com/problems/multiply-two-polynomials/
Smallest Index With Digit Sum Equal to Index,smallest-index-with-digit-sum-equal-to-index,Easy,79.86766526619172,False,,array;math,https://leetcode.com/problems/smallest-index-with-digit-sum-equal-to-index/
Minimum Swaps to Sort by Digit Sum,minimum-swaps-to-sort-by-digit-sum,Medium,50.562515688824995,False,,array;hash-table;sorting,https://leetcode.com/problems/minimum-swaps-to-sort-by-digit-sum/
Grid Teleportation Traversal,grid-teleportation-traversal,Medium,21.774072886608955,False,,array;hash-table;breadth-first-search;matrix,https://leetcode.com/problems/grid-teleportation-traversal/
Minimum Weighted Subgraph With the Required Paths II,minimum-weighted-subgraph-with-the-required-paths-ii,Hard,48.56701320595673,False,,array;tree;depth-first-search,https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths-ii/
Find Category Recommendation Pairs,find-category-recommendation-pairs,Hard,68.3489827856025,False,,database,https://leetcode.com/problems/find-category-recommendation-pairs/
Smallest Subarray to Sort in Every Sliding Window,smallest-subarray-to-sort-in-every-sliding-window,Medium,66.59707724425887,True,,array;two-pointers;stack;greedy;sorting;monotonic-stack,https://leetcode.com/problems/smallest-subarray-to-sort-in-every-sliding-window/
Sum of Largest Prime Substrings,sum-of-largest-prime-substrings,Medium,37.04856572882988,False,,hash-table;math;string;sorting;number-theory,https://leetcode.com/problems/sum-of-largest-prime-substrings/
Find Maximum Number of Non Intersecting Substrings,find-maximum-number-of-non-intersecting-substrings,Medium,28.601275092616525,False,,hash-table;string;dynamic-programming;greedy,https://leetcode.com/problems/find-maximum-number-of-non-intersecting-substrings/
Number of Ways to Assign Edge Weights I,number-of-ways-to-assign-edge-weights-i,Medium,54.212507237984944,False,,math;tree;depth-first-search,https://leetcode.com/problems/number-of-ways-to-assign-edge-weights-i/
Number of Ways to Assign Edge Weights II,number-of-ways-to-assign-edge-weights-ii,Hard,61.94833777365921,False,,array;math;dynamic-programming;tree;depth-first-search,https://leetcode.com/problems/number-of-ways-to-assign-edge-weights-ii/
Find Minimum Log Transportation Cost,find-minimum-log-transportation-cost,Easy,41.15428190603132,False,,math,https://leetcode.com/problems/find-minimum-log-transportation-cost/
Resulting String After Adjacent Removals,resulting-string-after-adjacent-removals,Medium,55.115013956520855,False,,string;stack;simulation,https://leetcode.com/problems/resulting-string-after-adjacent-removals/
Maximum Profit from Trading Stocks with Discounts,maximum-profit-from-trading-stocks-with-discounts,Hard,19.73624959794146,False,,array;dynamic-programming;tree;depth-first-search,https://leetcode.com/problems/maximum-profit-from-trading-stocks-with-discounts/
Lexicographically Smallest String After Adjacent Removals,lexicographically-smallest-string-after-adjacent-removals,Hard,14.38216750235814,False,,string;dynamic-programming,https://leetcode.com/problems/lexicographically-smallest-string-after-adjacent-removals/
Seasonal Sales Analysis,seasonal-sales-analysis,Medium,63.40005975500448,False,,database,https://leetcode.com/problems/seasonal-sales-analysis/
Sequential Grid Path Cover,sequential-grid-path-cover,Medium,66.52542372881356,True,,array;recursion;matrix,https://leetcode.com/problems/sequential-grid-path-cover/
Partition Array into Two Equal Product Subsets,partition-array-into-two-equal-product-subsets,Medium,34.907806223684844,False,,array;bit-manipulation;recursion;enumeration,https://leetcode.com/problems/partition-array-into-two-equal-product-subsets/
Minimum Absolute Difference in Sliding Submatrix,minimum-absolute-difference-in-sliding-submatrix,Medium,68.62329453480305,False,,array;sorting;matrix,https://leetcode.com/problems/minimum-absolute-difference-in-sliding-submatrix/
Minimum Moves to Clean the Classroom,minimum-moves-to-clean-the-classroom,Medium,25.234296066613247,False,,array;hash-table;bit-manipulation;breadth-first-search;matrix,https://leetcode.com/problems/minimum-moves-to-clean-the-classroom/
Maximize Count of Distinct Primes After Split,maximize-count-of-distinct-primes-after-split,Hard,14.051394204483325,False,,array;math;segment-tree;number-theory,https://leetcode.com/problems/maximize-count-of-distinct-primes-after-split/
Find Books with No Available Copies,find-books-with-no-available-copies,Easy,56.51239992189026,False,,database,https://leetcode.com/problems/find-books-with-no-available-copies/
